Filename,n,m,Metodo,Tiempo
exp_random_5nodos_10ejes.txt,5,10,Bellman-Ford,284.911
exp_random_5nodos_10ejes.txt,5,10,Floyd-Warshall,127.243
exp_random_5nodos_10ejes.txt,5,10,Dijkstra con cola de prioridad,59.8067
exp_random_5nodos_10ejes.txt,5,10,Bellman-Ford,265.616
exp_random_5nodos_10ejes.txt,5,10,Floyd-Warshall,99.4021
exp_random_5nodos_10ejes.txt,5,10,Dijkstra con cola de prioridad,43.4533
exp_random_5nodos_10ejes.txt,5,10,Bellman-Ford,283.765
exp_random_5nodos_10ejes.txt,5,10,Floyd-Warshall,98.6136
exp_random_5nodos_10ejes.txt,5,10,Dijkstra con cola de prioridad,44.629
exp_random_5nodos_10ejes.txt,5,10,Bellman-Ford,286.864
exp_random_5nodos_10ejes.txt,5,10,Floyd-Warshall,104.294
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,84.1849
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,603.791
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,170.244
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,79.3898
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,610.962
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,177.532
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,80.0503
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,656.687
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,195.916
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,93.2943
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,751.539
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,248.637
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,105.124
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,753.086
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,225.237
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,79.7069
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,637.804
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,200.594
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,83.676
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,562.431
exp_random_6nodos_14ejes.txt,6,14,Floyd-Warshall,174.438
exp_random_6nodos_14ejes.txt,6,14,Dijkstra con cola de prioridad,81.7944
exp_random_6nodos_14ejes.txt,6,14,Bellman-Ford,627.801
